及时,jí shí,"in time; promptly; without delay; timely",及時,kap6 si4,kap6 si4,kahp sìh,4
寄,jì,"to live (in a house); to lodge; to mail; to send; to entrust; to depend",寄,gei3,gei3,gei,4
技术,jì shù,"technology; technique; skill; CL:门[men2] ,种[zhong3] ,项[xiang4]",技術,gei6 seut6,gei6 seot6,geih seuht,4
既然,jì rán,"since; as; this being the case",既然,gei3 yin4,gei3 jin4,gei yìhn,4
继续,jì xù,"to continue; to proceed with; to go on with",繼續,gai3 juk6,gai3 zuk6,gai juhk,4
计划,jì huà,"plan; project; program; to plan; to map out; CL:个,项[xiang4]",計劃,gai3 waak6,gai3 waak6,gai waahk,4
记者,jì zhě,"reporter; journalist; CL:个",記者,gei3 je2,gei3 ze2,gei jé,4
加班,jiā bān,"to work overtime",加班,ga1 baan1,gaa1 baan1,gā bāan,4
加油站,jiā yóu zhàn,"gas station",加油站,ga1 yau2 jaam6,gaa1 jau2 zaam6,gā yáu jaahm,4
家具,jiā jù,"furniture; CL:件[jian4] ,套[tao4]",家具,ga1 geui6,gaa1 geoi6,gā geuih,4
假,jiǎ,"fake; false; artificial; to borrow; if; suppose",假,ga2/ga3,gaa2/gaa3,gá/ga,4
价格,jià gé,"price; CL:个",價格,ga3 gaak3,gaa3 gaak3,ga gaak,4
坚持,jiān chí,"to continue upholding; to remain committed to; persistence; to persist; to uphold; to insist on; persevere",堅持,gin1 chi4,gin1 ci4,gīn chìh,4
减肥,jiǎn féi,"to lose weight",減肥,gaam2 fei4,gaam2 fei4,gáam fèih,4
减少,jiǎn shǎo,"to lessen; to decrease; to reduce; to lower",減少,gaam2 siu2,gaam2 siu2,gáam síu,4
建议,jiàn yì,"to propose; to suggest; to recommend; proposal; suggestion; recommendation; CL:个,点[dian3]",建議,gin3 yi5,gin3 ji5,gin yíh,4
将来,jiāng lái,"in the future; future; the future; CL:个",將來,jeung1 loi4,zoeng1 loi4,jēung lòih,4
奖金,jiǎng jīn,"award money; premium; a bonus",獎金,jeung2 gam1,zoeng2 gam1,jéung gām,4
降低,jiàng dī,"to reduce; to lower; to bring down",降低,gong3 dai1,gong3 dai1,gong dāi,4
降落,jiàng luò,"to descend; to land",降落,gong3 lok6,gong3 lok6,gong lohk,4
交,jiāo,"to hand over; to deliver; to pay (money); to turn over; to make friends; to intersect (lines)",交,gaau1,gaau1,gāau,4
交流,jiāo liú,"exchange; give-and-take; to exchange; to alternate; communication; alternating current (electricity)",交流,gaau1 lau4,gaau1 lau4,gāau làuh,4
交通,jiāo tōng,"traffic; communications; liaison; to be connected",交通,gaau1 tung1,gaau1 tung1,gāau tūng,4
郊区,jiāo qū,"suburban district; outskirts; suburbs; CL:个",郊區,gaau1 keui1,gaau1 keoi1,gāau kēui,4
骄傲,jiāo ào,"arrogant; full of oneself; conceited; proud of sth; CL:个",驕傲,giu1 ngou6,giu1 ngou6,gīu ngouh,4
饺子,jiǎo zi,"dumpling; pot-sticker; CL:个,只[zhi1]",餃子,gaau2 ji2,gaau2 zi2,gáau jí,4
教授,jiào shòu,"professor; to instruct; to lecture on; CL:个,位[wei4]",教授,gaau3 sau6,gaau3 sau6,gaau sauh,4
教育,jiào yù,"to educate; to teach; education",教育,gaau3 yuk6,gaau3 juk6,gaau yuhk,4
接受,jiē shòu,"to accept; to receive",接受,jip3 sau6,zip3 sau6,jip sauh,4
接着,jiē zhe,"to catch and hold on; to continue; to go on to do sth; to follow; to carry on; then; after that; subsequently; to proceed; to ensue; in turn; in one's turn",接著,jip3 jeuk6,zip3 zoek6,jip jeuhk,4
结果,jié guǒ,"result; outcome; effect; in the event; so that",結果,git3 gwo2,git3 gwo2,git gwó,4
节,jié,"festival; holiday; node; joint; section; segment; part; to economize; to save; to abridge; moral integrity; classifier for segments, e.g. lessons, train wagons, biblical verses; CL:个",節,jit3,zit3,jit,4
节约,jié yuē,"to economize; to conserve (resources); economy; frugal",節約,jit3 yeuk3,zit3 joek3,jit yeuk,4
解释,jiě shì,"explanation; to explain; to interpret; to resolve; CL:个",解釋,gaai2 sik1,gaai2 sik1,gáai sīk,4
尽管,jǐn guǎn,"despite; although; even though; in spite of; unhesitatingly; do not hesitate (to ask, complain etc); (go ahead and do it) without hesitating",盡管,jeun6 gun2,zeon6 gun2,jeuhn gún,4
紧张,jǐn zhāng,"nervous; keyed up; intense; tense; strained; in short supply; scarce; CL:阵[zhen4]",緊張,gan2 jeung1,gan2 zoeng1,gán jēung,4
禁止,jìn zhǐ,"to prohibit; to forbid; to ban",禁止,gam3 ji2,gam3 zi2,gam jí,4
进行,jìn xíng,"to advance; to conduct; underway; in progress; to do; to carry out; to carry on; to execute",進行,jeun3 hang4,zeon3 hang4,jeun hàhng,4
京剧,jīng jù,"Beijing opera; CL:场[chang3] ,出[chu1]",京劇,ging1 kek6,ging1 kek6,gīng kehk,4
精彩,jīng cǎi,"splendid; brilliant",精彩,jing1 choi2,zing1 coi2,jīng chói,4
经济,jīng jì,"economy; economic",經濟,ging1 jai3,ging1 zai3,gīng jai,4
经历,jīng lì,"experience; to experience; to go through; CL:个, 次[Ci4]",經曆,ging1 lik6,ging1 lik6,gīng lihk,4
经验,jīng yàn,"to experience; experience",經驗,ging1 yim6,ging1 jim6,gīng yihm,4
景色,jǐng sè,"scenery; scene; landscape; view",景色,ging2 sik1,ging2 sik1,gíng sīk,4
警察,jǐng chá,"police; policeman; policewoman; CL:个",警察,ging2 chaat3,ging2 caat3,gíng chaat,4
竞争,jìng zhēng,"to compete; competition",競爭,ging6 jang1,ging6 zang1,gihng jāng,4
竟然,jìng rán,"unexpectedly; to one's surprise; in spite of everything; in that crazy way; actually; to go as far as to",竟然,ging2 yin4,ging2 jin4,gíng yìhn,4
