被动,bèi dòng,"passive (not taking initiative)",被動,bei6 dung6,bei6 dung6,beih duhng,6
被告,bèi gào,"defendant",被告,bei6 gou3,bei6 gou3,beih gou,6
贝壳,bèi ké,"shell; conch; cowry; mother of pearl; hard outer skin; alternative reading bei4 qiao4, mostly written",貝殼,bui3 hok3,bui3 hok3,bui hok,6
奔波,bēn bō,"rush about; be busy running about",奔波,ban1 bo1,ban1 bo1,bān bō,6
奔驰,bēn chí,"to run quickly; to travel quickly; to move fast; Mercedes-Benz, German car make",奔馳,ban1 chi4,ban1 ci4,bān chìh,6
本能,běn néng,"instinct",本能,bun2 nang4,bun2 nang4,bún nàhng,6
本钱,běn qián,"capital (finance); assets; means",本錢,bun2 chin4,bun2 cin4,bún chìhn,6
本人,běn rén,"oneself; I (humble form used in speeches); myself; in person; personal",本人,bun2 yan4,bun2 jan4,bún yàhn,6
本身,běn shēn,"in itself; per se; itself",本身,bun2 san1,bun2 san1,bún sān,6
本事,běn shi,"ability; skill; source material; original story",本事,bun2 si6,bun2 si6,bún sih,6
笨拙,bèn zhuō,"clumsy; awkward; stupid",笨拙,ban6 jyut3,ban6 zyut3,bahn jyut,6
崩溃,bēng kuì,"to collapse; to crumble; to fall apart",崩潰,bang1 kui2,bang1 kui2,bāng kúi,6
甭,béng,"need not; (contraction of 不 and 用)",甭,bung2,bung2,búng,6
蹦,bèng,"to leap; to bounce; to hop; to jump",蹦,bang1,bang1,bāng,6
迸发,bèng fā,"to burst out; to gush; to spurt",迸發,bing3 faat3,bing3 faat3,bing faat,6
逼迫,bī pò,"to force; to compel; to coerce",逼迫,bik1 baak1/bik1,bik1 baak1/bik1,bīk bāak/bīk,6
鼻涕,bí tì,"nasal mucus; snivel",鼻涕,bei6 tai3,bei6 tai3,beih tai,6
比方,bǐ fang,"instance; example",比方,bei2 fong1,bei2 fong1,béi fōng,6
比喻,bǐ yù,"analogy; metaphor; figure of speech; figuratively",比喻,bei2 yu6,bei2 jyu6,béi yuh,6
比重,bǐ zhòng,"proportion; specific gravity",比重,bei2 chung5,bei2 cung5,béi chúhng,6
鄙视,bǐ shì,"to despise; to disdain; to look down upon;",鄙視,pei2 si6,pei2 si6,péi sih,6
弊病,bì bìng,"malady; evil; malpractice; drawback; disadvantage",弊病,bai6 beng6,bai6 beng6,baih behng,6
弊端,bì duān,"malpractice; abuse; corrupt practice",弊端,bai6 dyun1,bai6 dyun1,baih dyūn,6
臂,bì,"arm",臂,bei3,bei3,bei,6
闭塞,bì sè,"stop up; close up; hard to get to; out of the way; inaccessible; unenlightened; blocking",閉塞,bai3 sak1,bai3 sak1,bai sāk,6
编织,biān zhī,"to weave; to knit; to plait; to braid; (fig.) to create (sth abstract, e.g. a dream, a lie etc);",編織,pin1 jik1,pin1 zik1,pīn jīk,6
边疆,biān jiāng,"border area; borderland; frontier; frontier region",邊疆,bin1 geung1,bin1 goeng1,bīn gēung,6
边界,biān jiè,"boundary; border",邊界,bin1 gaai3,bin1 gaai3,bīn gaai,6
边境,biān jìng,"frontier; border",邊境,bin1 ging2,bin1 ging2,bīn gíng,6
边缘,biān yuán,"edge; fringe; verge; brink; periphery; marginal; borderline",邊緣,bin1 yun4,bin1 jyun4,bīn yùhn,6
鞭策,biān cè,"to spur on; to urge on; to encourage sb (e.g. to make progress)",鞭策,bin1 chaak3,bin1 caak3,bīn chaak,6
扁,biǎn,"flat; (old form of character 匾, horizontal tablet with inscription)",扁,bin2,bin2,bín,6
贬低,biǎn dī,"to belittle; to disparage; to play down; to demean; to degrade; to devalue",貶低,bin2 dai1,bin2 dai1,bín dāi,6
贬义,biǎn yì,"derogatory sense; negative connotation",貶義,bin2 yi6,bin2 ji6,bín yih,6
便利,biàn lì,"convenient; easy; facilitate",便利,bin6 lei6,bin6 lei6,bihn leih,6
便条,biàn tiáo,"(informal) note; CL:张[zhang1] ,个",便條,bin6 tiu4,bin6 tiu4,bihn tìuh,6
便于,biàn yú,"easy to; convenient for",便于,bin6 yu1,bin6 jyu1,bihn yū,6
变故,biàn gù,"an unforeseen event; accident; misfortune",變故,bin3 gu3,bin3 gu3,bin gu,6
变迁,biàn qiān,"changes; vicissitudes",變遷,bin3 chin1,bin3 cin1,bin chīn,6
变质,biàn zhì,"to degenerate; to go bad; to deteriorate; metamorphosis",變質,bin3 jat1,bin3 zat1,bin jāt,6
辨认,biàn rèn,"to recognize; to identify",辨認,bin6 ying6,bin6 jing6,bihn yihng,6
辩护,biàn hù,"to speak in defense of; to argue in favor of; to defend; to plead",辯護,bin6 wu6,bin6 wu6,bihn wuh,6
辩解,biàn jiě,"to explain; to justify; to defend (a point of view etc); to provide an explanation; to try to defend oneself",辯解,bin6 gaai2,bin6 gaai2,bihn gáai,6
辩证,biàn zhèng,"to investigate; dialectical",辯證,bin6 jing3,bin6 zing3,bihn jing,6
辫子,biàn zi,"plait; braid; pigtail; a mistake or shortcoming that may be exploited by an opponent; handle; CL:根[gen1] ,条[tiao2]",辮子,bin1 ji2,bin1 zi2,bīn jí,6
遍布,biàn bù,"to cover the whole (area); to be found throughout",遍布,pin3 bou3,pin3 bou3,pin bou,6
标本,biāo běn,"specimen; sample; the root cause and symptoms of a disease",標本,biu1 bun2,biu1 bun2,bīu bún,6
标记,biāo jì,"sign; mark; symbol; to mark up",標記,biu1 gei3,biu1 gei3,bīu gei,6
标题,biāo tí,"title; heading; headline; caption; subject",標題,biu1 tai4,biu1 tai4,bīu tàih,6
表决,biǎo jué,"decide by vote; vote",表決,biu2 kyut3,biu2 kyut3,bíu kyut,6
表态,biǎo tài,"to declare one's position; to say where one stands",表態,biu2 taai3,biu2 taai3,bíu taai,6
表彰,biǎo zhāng,"to honor; to cite (in dispatches); cite (in dispatches); commend",表彰,biu2 jeung1,biu2 zoeng1,bíu jēung,6
憋,biē,"to choke; to stifle; to restrain; to hold back; to hold in (urine); to hold (one's breath)",憋,bit3,bit3,bit,6
别墅,bié shù,"villa; CL:幢[zhuang4] ,座[zuo4]",別墅,bit6 seui6,bit6 seoi6,biht seuih,6
别致,bié zhì,"unusual; unique",別致,bit6 ji3,bit6 zi3,biht ji,6
别扭,biè niu,"awkward; difficult; uncomfortable; not agreeing; at loggerheads; gauche; awkward (writing or speech)",別扭,bit6 nau2,bit6 nau2,biht náu,6
濒临,bīn lín,"on the verge of; close to",瀕臨,pan4 lam4,pan4 lam4,pàhn làhm,6
冰雹,bīng báo,"hail; hailstone; CL:场[chang2] ,粒[li4]",冰雹,bing1 bok6,bing1 bok6,bīng bohk,6
丙,bǐng,"third in order (III); third of 10 heavenly stems 十天干; letter 'C' or roman 'III' in list 'A, B, C', or 'I, II, III' etc; propyl",丙,bing2,bing2,bíng,6
并非,bìng fēi,"really isn't",並非,bing6 fei1,bing6 fei1,bihng fēi,6
并列,bìng liè,"to stand side by side; to be juxtaposed",並列,bing6 lit6,bing6 lit6,bihng liht,6
剥削,bō xuē,"to exploit; exploitation",剝削,mok1 seuk3,mok1 soek3,mōk seuk,6
拨,bō,"to push aside; to dial; to allocate; to set aside (money); to poke (the fire); to pluck (a string instrument); to turn round; classifier: group, batch;",撥,but6,but6,buht,6
播种,bō zhòng,"to sow seeds; sowing; seed",播種,bo3 jung2,bo3 zung2,bo júng,6
波浪,bō làng,"wave",波浪,bo1 long6,bo1 long6,bō lohng,6
波涛,bō tāo,"great waves; billows;",波濤,bo1 tou4,bo1 tou4,bō tòuh,6
伯母,bó mǔ,"aunt; wife of father's elder brother; (polite form of address for a woman who is about the age of one's mother); CL:个",伯母,baak3 mou5,baak3 mou5,baak móuh,6
博大精深,bó dà jīng shēn,"wide-ranging and profound; broad and deep",博大精深,bok3 daai6 jing1 sam1,bok3 daai6 zing1 sam1,bok daaih jīng sām,6
博览会,bó lǎn huì,"exposition; international fair",博覽會,bok3 laam5 wui2,bok3 laam5 wui2,bok láahm wúi,6
搏斗,bó dòu,"to wrestle; to fight; to struggle",搏鬥,bok3 dau3,bok3 dau3,bok dau,6
薄弱,bó ruò,"weak; frail",薄弱,bok6 yeuk6,bok6 joek6,bohk yeuhk,6
不顾,bú gù,"in spite of; regardless of",不顧,bat1 gu3,bat1 gu3,bāt gu,6
不愧,bú kuì,"be worthy of; deserve to be called; prove oneself to be",不愧,bat1 kwai5,bat1 kwai5,bāt kwáih,6
不料,bú liào,"unexpectedly; to one's surprise",不料,bat1 liu6/liu2,bat1 liu6/liu2,bāt liuh/líu,6
不像话,bú xiàng huà,"unreasonable; shocking; outrageous",不像話,bat1 jeung6 wa6,bat1 zoeng6 waa6,bāt jeuhng wah,6
不屑一顾,bú xiè yī gù,"to disdain as beneath contempt",不屑一顧,bat1 sit3 yat1 gu3,bat1 sit3 jat1 gu3,bāt sit yāt gu,6
哺乳,bǔ rǔ,"breast feeding; to suckle; to nurse",哺乳,bou6 yu5,bou6 jyu5,bouh yúh,6
捕捉,bǔ zhuō,"to catch; to seize; to capture",捕捉,bou6 juk1,bou6 zuk1,bouh jūk,6
补偿,bǔ cháng,"compensate; make up",補償,bou2 seung4,bou2 soeng4,bóu sèuhng,6
补救,bǔ jiù,"remedy",補救,bou2 gau3,bou2 gau3,bóu gau,6
补贴,bǔ tiē,"to subsidize; subsidy; allowance",補貼,bou2 tip3,bou2 tip3,bóu tip,6
不得已,bù dé yǐ,"act against one's will; have no alternative but to; have to; to have no choice; must",不得已,bat1 dak1 yi5,bat1 dak1 ji5,bāt dāk yíh,6
不妨,bù fáng,"there is no harm in; might as well",不妨,bat1 fong4,bat1 fong4,bāt fòhng,6
不敢当,bù gǎn dāng,"lit. I dare not (accept the honor); fig. I don't deserve your praise; you flatter me",不敢當,bat1 gam2 dong1,bat1 gam2 dong1,bāt gám dōng,6
不禁,bù jīn,"can't help (doing sth); can't refrain from",不禁,bat1 gam3,bat1 gam3,bāt gam,6
不堪,bù kān,"cannot bear; cannot stand; utterly; extremely",不堪,bat1 ham1,bat1 ham1,bāt hām,6
不可思议,bù kě sī yì,"inconceivable (idiom); unimaginable; unfathomable",不可思議,bat1 ho2 si1 yi5,bat1 ho2 si1 ji5,bāt hó sī yíh,6
不免,bù miǎn,"unavoidable",不免,bat1 min5,bat1 min5,bāt míhn,6
不时,bù shí,"frequently; often",不時,bat1 si4,bat1 si4,bāt sìh,6
不惜,bù xī,"not stint; not spare; not hesitate (to do sth); not scruple (to do sth)",不惜,bat1 sik1,bat1 sik1,bāt sīk,6
不相上下,bù xiāng shàng xià,"equally matched; about the same",不相上下,bat1 seung1 seung6 ha6,bat1 soeng1 soeng6 haa6,bāt sēung seuhng hah,6
不言而喻,bù yán ér yù,"it goes without saying; it is self-evident",不言而喻,bat1 yin4 yi4 yu6,bat1 jin4 ji4 jyu6,bāt yìhn yìh yuh,6
不由得,bù yóu de,"can't help; cannot but",不由得,bat1 yau4 dak1,bat1 jau4 dak1,bāt yàuh dāk,6
不择手段,bù zé shǒu duàn,"by fair means or foul; by hook or by crook; unscrupulously",不擇手段,bat1 jaak6 sau2 dyun6,bat1 zaak6 sau2 dyun6,bāt jaahk sáu dyuhn,6
不止,bù zhǐ,"incessantly; without end; more than; not limited to",不止,bat1 ji2,bat1 zi2,bāt jí,6
布告,bù gào,"posting on a bulletin board; notice; bulletin; to announce",布告,bou3 gou3,bou3 gou3,bou gou,6
布局,bù jú,"arrangement; composition; layout; opening (chess jargon)",布局,bou3 guk6,bou3 guk6,bou guhk,6
布置,bù zhì,"to put in order; to arrange; to decorate; to fix up; to deploy",布置,bou3 ji3,bou3 zi3,bou ji,6
步伐,bù fá,"pace; (measured) step; march",步伐,bou6 fat6,bou6 fat6,bouh faht,6
部署,bù shǔ,"to dispose; to deploy; deployment",部署,bou6 chyu5,bou6 cyu5,bouh chyúh,6
部位,bù wèi,"position; place",部位,bou6 wai6,bou6 wai6,bouh waih,6
才干,cái gàn,"ability; competence",才幹,choi4 gon1,coi4 gon1,chòih gōn,6
裁缝,cái feng,"tailor; dressmaker",裁縫,choi4 fung2,coi4 fung2,chòih fúng,6
裁判,cái pàn,"judgment; to referee; umpire; judge; referee; CL:个,位[wei4] ,名[ming2]",裁判,choi4 pun3,coi4 pun3,chòih pun,6
裁员,cái yuán,"to cut staff; to lay off employees",裁員,choi4 yun4,coi4 jyun4,chòih yùhn,6
财富,cái fù,"wealth; riches",財富,choi4 fu3,coi4 fu3,chòih fu,6
财务,cái wù,"financial affairs",財務,choi4 mou6,coi4 mou6,chòih mouh,6
财政,cái zhèng,"finances (public); financial",財政,choi4 jing3,coi4 zing3,chòih jing,6
彩票,cǎi piào,"lottery ticket",彩票,choi2 piu3,coi2 piu3,chói piu,6
采购,cǎi gòu,"to procure (for an enterprise etc); to purchase",采購,choi2 kau3,coi2 kau3,chói kau,6
采集,cǎi jí,"to gather; to collect; to harvest",采集,choi2 jaap6,coi2 zaap6,chói jaahp,6
采纳,cǎi nà,"to accept; to adopt (ideas)",采納,choi2 naap6,coi2 naap6,chói naahp,6
参谋,cān móu,"staff officer; to give advice",參謀,chaam1 mau4,caam1 mau4,chāam màuh,6
参照,cān zhào,"to consult a reference; to refer to (another document)",參照,chaam1 jiu3,caam1 ziu3,chāam jiu,6
残疾,cán jí,"disabled; handicapped; deformity on a person or animal",殘疾,chaan4 jat6,caan4 zat6,chàahn jaht,6
残酷,cán kù,"cruel; ruthless; cruelty",殘酷,chaan4 huk6,caan4 huk6,chàahn huhk,6
残留,cán liú,"to remain; left over; surplus; remnant",殘留,chaan4 lau4,caan4 lau4,chàahn làuh,6
残忍,cán rěn,"merciless; ruthless; cruel; mean",殘忍,chaan4 yan2,caan4 jan2,chàahn yán,6
灿烂,càn làn,"to glitter; brilliant; splendid",燦爛,chaan3 laan6,caan3 laan6,chaan laahn,6
仓促,cāng cù,"all of a sudden; hurriedly",倉促,chong1 chuk1,cong1 cuk1,chōng chūk,6
仓库,cāng kù,"depot; storehouse; warehouse",倉庫,chong1 fu3,cong1 fu3,chōng fu,6
舱,cāng,"cabin; the hold of a ship or airplane",艙,chong1,cong1,chōng,6
苍白,cāng bái,"pale; wan",蒼白,chong1 baak6,cong1 baak6,chōng baahk,6
操劳,cāo láo,"to work hard; to look after",操勞,chou1 lou4,cou1 lou4,chōu lòuh,6
操练,cāo liàn,"drill; practice",操練,chou1 lin6,cou1 lin6,chōu lihn,6
操纵,cāo zòng,"to operate; to control; to rig; to manipulate",操縱,chou1 jung3,cou1 zung3,chōu jung,6
操作,cāo zuò,"to work; to operate; to manipulate",操作,chou1 jok3,cou1 zok3,chōu jok,6
嘈杂,cáo zá,"noisy; clamorous",嘈雜,chou4 jaap6,cou4 zaap6,chòuh jaahp,6
草案,cǎo àn,"draft (legislation, proposal etc)",草案,chou2 on3,cou2 on3,chóu on,6
草率,cǎo shuài,"careless; negligent; sloppy; not serious",草率,chou2 seut1,cou2 seot1,chóu sēut,6
侧面,cè miàn,"lateral side; side; aspect; profile",側面,jak1 min6,zak1 min6,jāk mihn,6
测量,cè liáng,"to survey; to measure; to gauge; to determine",測量,chak1 leung4,cak1 loeng4,chāk lèuhng,6
策划,cè huà,"to plot; to scheme; to bring about; to engineer; planning; producer; planner",策劃,chaak3 waak6,caak3 waak6,chaak waahk,6
策略,cè lüè,"tactics; to be tactful",策略,chaak3 leuk6,caak3 loek6,chaak leuhk,6
层出不穷,céng chū bù qióng,"more and more emerge; innumerable succession; breeding like flies (idiom)",層出不窮,chang4 cheut1 bat1 kung4,cang4 ceot1 bat1 kung4,chàhng chēut bāt kùhng,6
层次,céng cì,"arrangement of ideas; administrative level; level; stage; phase",層次,chang4 chi3,cang4 ci3,chàhng chi,6
差别,chā bié,"difference; distinction; diversity; disparity",差別,cha1 bit6,caa1 bit6,chā biht,6
插座,chā zuò,"socket; outlet;",插座,chaap3 jo2,caap3 zo2,chaap jó,6
查获,chá huò,"to investigate and capture (a criminal); to ferret out; to hunt down and arrest",查獲,cha4 wok6,caa4 wok6,chàh wohk,6
刹那,chà nà,"an instant (Sanskrit: ksana); split second; the twinkling of an eye",刹那,saat3 na5,saat3 naa5,saat náh,6
岔,chà,"fork in road; bifurcation; branch in road, river, mountain range etc; to branch off; to turn off; to diverge; to stray (from the path); to change the subject; to interrupt; to stagger (times)",岔,cha1,caa1,chā,6
诧异,chà yì,"flabbergasted; astonished",詫異,cha3 yi6,caa3 ji6,cha yih,6
柴油,chái yóu,"diesel fuel",柴油,chaai4 yau4,caai4 jau4,chàaih yàuh,6
搀,chān,"to assist by the arm; to mix; to mix; to support; to sustain",攙,chaam1,caam1,chāam,6
缠绕,chán rào,"twisting; to twine; to wind; to pester; to bother",纏繞,chin4 yiu5,cin4 jiu5,chìhn yíuh,6
馋,chán,"gluttonous; greedy; to have a craving",饞,chaam4,caam4,chàahm,6
产业,chǎn yè,"industry; estate; property; industrial",産業,chaan2 yip6,caan2 jip6,cháan yihp,6
阐述,chǎn shù,"to expound (a position); to elaborate (on a topic); to treat (a subject)",闡述,jin2 seut6,zin2 seot6,jín seuht,6
颤抖,chàn dǒu,"to shudder; to shiver; to shake; to tremble",顫抖,jin3 dau2,zin3 dau2,jin dáu,6
昌盛,chāng shèng,"prosperous",昌盛,cheung1 sing6,coeng1 sing6,chēung sihng,6
偿还,cháng huán,"to repay; to reimburse",償還,seung4 waan4,soeng4 waan4,sèuhng wàahn,6
尝试,cháng shì,"to try; to attempt; CL:次[ci4]",嘗試,seung4 si3,soeng4 si3,sèuhng si,6
场合,chǎng hé,"situation; occasion",場合,cheung4 hap6,coeng4 hap6,chèuhng hahp,6
场面,chǎng miàn,"scene; occasion",場面,cheung4 min6,coeng4 min6,chèuhng mihn,6
场所,chǎng suǒ,"location; place",場所,cheung4 so2,coeng4 so2,chèuhng só,6
敞开,chǎng kāi,"wide open; to open up",敞開,chong2 hoi1,cong2 hoi1,chóng hōi,6
倡导,chàng dǎo,"to advocate; to initiate; to propose; to be a proponent of (an idea or school of thought)",倡導,cheung1 dou6,coeng1 dou6,chēung douh,6
倡议,chàng yì,"to suggest; to initiate; proposal; initiative",倡議,cheung1 yi5,coeng1 ji5,chēung yíh,6
畅通,chàng tōng,"unimpeded; free-flowing; straight path; unclogged; move without obstruction",暢通,cheung3 tung1,coeng3 tung1,cheung tūng,6
畅销,chàng xiāo,"best seller; chart-topping",暢銷,cheung3 siu1,coeng3 siu1,cheung sīu,6
超越,chāo yuè,"to surpass; to exceed; to transcend",超越,chiu1 yut6,ciu1 jyut6,chīu yuht,6
钞票,chāo piào,"paper money; a bill (e.g. 100 yuan); CL:张[zhang1] ,扎[za1]",鈔票,chaau1 piu3,caau1 piu3,chāau piu,6
嘲笑,cháo xiào,"jeer; mockery; scoff; sneer; make fun of; laugh at (derogatory)",嘲笑,jaau1 siu3,zaau1 siu3,jāau siu,6
巢穴,cháo xué,"lair; nest; den; hideout;",巢穴,chaau4 yut6,caau4 jyut6,chàauh yuht,6
朝代,cháo dài,"dynasty; reign (of a king)",朝代,jiu1 doi6,ziu1 doi6,jīu doih,6
潮流,cháo liú,"tide; current; trend",潮流,chiu4 lau4,ciu4 lau4,chìuh làuh,6
